,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
232514,2015-01-22,11:50:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
232515,2015-01-22,12:00:00,PLAN1,MTC,68373748102,208120276653317,356008289837
232516,2015-01-22,12:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
232517,2015-01-22,12:06:00,PLAN3,MOC,65978198280,208100167682477,356008289837
232518,2015-01-22,13:35:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
232519,2015-01-22,13:46:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
232520,2015-01-22,14:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
232521,2015-01-22,14:30:00,PLAN3,MOC,65978198280,208100310191699,351905149071
232522,2015-01-22,15:00:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
232523,2015-01-22,15:00:00,PLAN3,SMS-MO,67599860569,208100310191699,356008289837
232524,2015-01-22,15:00:00,PLAN3,SMS-MT,68373748102,208100167682477,351905149071
232525,2015-01-22,15:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
232526,2015-01-22,15:00:00,PLAN3,MTC,68373748102,208100310191699,356008289837
232527,2015-01-22,15:00:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
232570,2015-01-22,15:10:00,PLAN3,MOC,65978198280,208100167682477,356008289837
232571,2015-01-22,15:30:00,PLAN3,MOC,67599860569,208100310191699,351905149071
232572,2015-01-22,15:30:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
232573,2015-01-22,15:30:00,PLAN3,MTC,68373748102,208100167682477,356008289837
232574,2015-01-22,15:30:00,PLAN3,MTC,65978198280,208100310191699,356008289837
232575,2015-01-22,15:30:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
232576,2015-01-22,15:51:00,PLAN1,MOC,65978198280,208100310191699,356008289837
232577,2015-01-22,16:00:00,PLAN3,MTC,65978198280,208100310191699,351905149071
232578,2015-01-22,16:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
232579,2015-01-22,16:15:00,PLAN3,MOC,68373748102,208100310191699,356008289837
232580,2015-01-22,16:20:00,PLAN1,MTC,68373748102,208100167682477,356008289837
232581,2015-01-22,16:35:00,PLAN2,SMS-MT,68373748102,208100310191699,351905149071
232582,2015-01-22,16:45:00,PLAN3,MOC,68373748102,208100310191699,356008289837
232583,2015-01-22,17:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
232584,2015-01-22,17:30:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
232585,2015-01-22,18:00:00,PLAN3,MTC,68373748102,208100310191699,356008289837
232586,2015-01-22,18:30:00,PLAN3,MTC,65978198280,208100310191699,356008289837
232587,2015-01-22,18:50:00,PLAN1,SMS-MT,68373748102,208100167682477,351905149071
232588,2015-01-22,18:52:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
232589,2015-01-22,19:10:00,PLAN3,MOC,65978198280,208100310191699,356008289837
232590,2015-01-22,19:12:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
232591,2015-01-22,19:12:00,PLAN3,MTC,68373748102,208100310191699,351905149071
232592,2015-01-22,19:15:00,PLAN3,MTC,68373748102,208100310191699,356008289837
232593,2015-01-22,19:30:00,PLAN3,MTC,68373748102,208100167682477,356008289837
232594,2015-01-22,19:40:00,PLAN3,MTC,65978198280,208100310191699,356008289837
232595,2015-01-22,19:40:00,PLAN2,MOC,65978198280,208100310191699,353297808290
232596,2015-01-22,19:40:00,PLAN1,MOC,68373748102,208100167682477,356008289837
232533,2015-01-22,1:01:00,PLAN3,MOC,65978198280,208100167682477,351905149071
232534,2015-01-22,1:05:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
232535,2015-01-22,1:25:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
232536,2015-01-22,1:30:00,PLAN1,MTC,65978198280,208100310191699,356008289837
232537,2015-01-22,1:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
232538,2015-01-22,1:50:00,PLAN3,MTC,68373748102,208100310191699,356008289837
232539,2015-01-22,1:50:00,PLAN1,MTC,65978198280,208100310191699,351905149071
232540,2015-01-22,1:55:00,PLAN3,SMS-MT,67599860569,208100167682477,356008289837
232541,2015-01-22,1:59:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
232542,2015-01-22,1:59:00,PLAN3,MTC,65978198280,208100167682477,356008289837
232543,2015-01-22,1:59:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
232544,2015-01-22,1:59:00,PLAN3,MOC,68373748102,208100310191699,356008289837
232545,2015-01-22,1:59:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
232597,2015-01-22,20:05:00,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
232598,2015-01-22,20:21:00,PLAN3,MOC,65978198280,208100310191699,356008289837
232599,2015-01-22,20:30:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
232600,2015-01-22,20:30:00,PLAN3,MTC,65978198280,208120276653317,356008289837
232601,2015-01-22,20:38:00,PLAN1,MTC,68373748102,208100167682477,356008289837
232602,2015-01-22,20:50:00,PLAN1,SMS-MO,65978198280,208100167682477,353297808290
232604,2015-01-22,21:00:00,PLAN1,SMS-MT,68373748102,208100310191699,356008289837
232605,2015-01-22,21:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
