,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
237836,2014-12-11,11:00:00,PLAN1,MOC,65978198280,208100167682477,351905149071
237837,2014-12-11,11:00:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
237838,2014-12-11,11:11:00,PLAN3,MTC,65978198280,208100310191699,356008289837
237839,2014-12-11,11:15:00,PLAN3,MOC,65978198280,208100167682477,356008289837
237840,2014-12-11,11:20:00,PLAN3,MOC,68373748102,208100310191699,351905149071
237841,2014-12-11,11:20:00,PLAN3,MTC,65978198280,208120276653317,356008289837
237842,2014-12-11,11:45:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
237843,2014-12-11,12:00:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
237844,2014-12-11,12:00:00,PLAN1,SMS-MT,65978198280,208100310191699,353297808290
237845,2014-12-11,12:00:00,PLAN3,MTC,65978198280,208100310191699,351905149071
237846,2014-12-11,12:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
237786,2014-12-11,12:01:00,PLAN3,MTC,65978198280,208100310191699,356008289837
237787,2014-12-11,12:10:00,PLAN3,MTC,65978198280,208100167682477,356008289837
237788,2014-12-11,12:30:00,PLAN3,MOC,65978198280,208100167682477,356008289837
237789,2014-12-11,13:15:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
237790,2014-12-11,13:29:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
237791,2014-12-11,13:30:00,PLAN3,MTC,65978198280,208100310191699,351905149071
237792,2014-12-11,13:42:00,PLAN3,MOC,67599860569,208100167682477,356008289837
237847,2014-12-11,13:45:00,PLAN3,MOC,68373748102,208100310191699,356008289837
237848,2014-12-11,13:45:00,PLAN1,SMS-MT,65978198280,208100167682477,356008289837
237849,2014-12-11,14:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
237850,2014-12-11,14:00:00,PLAN3,SMS-MO,65978198280,208100167682477,351905149071
237851,2014-12-11,14:00:00,PLAN3,MTC,65978198280,208100167682477,353297808290
237852,2014-12-11,14:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
237853,2014-12-11,14:27:00,PLAN1,MOC,65978198280,208100310191699,356008289837
237854,2014-12-11,14:30:00,PLAN2,MTC,65978198280,208100167682477,356008289837
237855,2014-12-11,14:30:00,PLAN3,MTC,65978198280,208100310191699,353297808290
237856,2014-12-11,15:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
237857,2014-12-11,15:00:00,PLAN3,MTC,65978198280,208100167682477,353297808290
237858,2014-12-11,15:00:00,PLAN2,SMS-MT,65978198280,208100310191699,351905149071
237859,2014-12-11,15:00:00,PLAN3,SMS-MT,68373748102,208100167682477,356008289837
237860,2014-12-11,15:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
237861,2014-12-11,15:06:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
237862,2014-12-11,15:06:00,PLAN2,SMS-MT,65978198280,208100167682477,356008289837
237863,2014-12-11,15:08:00,PLAN1,MOC,68373748102,208100310191699,356008289837
237864,2014-12-11,15:17:00,PLAN3,MOC,65978198280,208100310191699,356008289837
237865,2014-12-11,15:17:00,PLAN3,MOC,65978198280,208100310191699,356008289837
237866,2014-12-11,15:45:00,PLAN3,MTC,65978198280,208100310191699,351905149071
237867,2014-12-11,15:45:00,PLAN3,MOC,65978198280,208100310191699,356008289837
237868,2014-12-11,15:45:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
237869,2014-12-11,16:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
237870,2014-12-11,16:00:00,PLAN2,MTC,65978198280,208100310191699,356008289837
237871,2014-12-11,16:30:00,PLAN3,MOC,65978198280,208100167682477,356008289837
237872,2014-12-11,16:45:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
237873,2014-12-11,17:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
237874,2014-12-11,17:00:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
237875,2014-12-11,17:00:00,PLAN1,MOC,68373748102,208100310191699,356008289837
237876,2014-12-11,17:00:00,PLAN2,SMS-MO,65978198280,208100310191699,356008289837
237877,2014-12-11,17:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
237878,2014-12-11,17:00:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
237879,2014-12-11,17:20:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
237880,2014-12-11,17:30:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
237881,2014-12-11,17:30:00,PLAN3,MTC,65978198280,208100310191699,356008289837
237882,2014-12-11,17:30:00,PLAN3,MTC,65978198280,208100167682477,351905149071
237883,2014-12-11,17:40:00,PLAN3,MOC,65978198280,208100310191699,353297808290
237884,2014-12-11,18:00:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
237885,2014-12-11,18:00:00,PLAN1,SMS-MT,65978198280,208100167682477,356008289837
237886,2014-12-11,19:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
237887,2014-12-11,19:10:00,PLAN3,MOC,65978198280,208100310191699,356008289837
237888,2014-12-11,19:10:00,PLAN3,MOC,65978198280,208100310191699,356008289837
237889,2014-12-11,19:30:00,PLAN2,MTC,65978198280,208100310191699,356008289837
237890,2014-12-11,19:40:00,PLAN3,SMS-MT,68373748102,208120276653317,351905149071
237797,2014-12-11,1:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
237798,2014-12-11,1:40:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
237799,2014-12-11,1:40:00,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
237800,2014-12-11,1:40:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
237801,2014-12-11,1:45:00,PLAN1,MTC,68373748102,208100310191699,356008289837
237802,2014-12-11,1:50:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
237891,2014-12-11,20:00:00,PLAN1,MTC,65978198280,208100310191699,356008289837
237892,2014-12-11,20:00:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
237893,2014-12-11,20:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
237894,2014-12-11,20:10:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
237895,2014-12-11,20:30:00,PLAN3,MOC,68373748102,208100310191699,356008289837
237896,2014-12-11,20:30:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
237897,2014-12-11,20:58:00,PLAN1,MTC,65978198280,208120276653317,356008289837
237898,2014-12-11,21:00:00,PLAN3,SMS-MT,65978198280,208120276653317,351905149071
237899,2014-12-11,21:04:00,PLAN3,MOC,65978198280,208100167682477,356008289837
237900,2014-12-11,21:14:00,PLAN3,MOC,68373748102,208120276653317,356008289837
237901,2014-12-11,21:14:00,PLAN3,MOC,65978198280,208100167682477,356008289837
237902,2014-12-11,21:30:00,PLAN3,SMS-MO,65978198280,208100167682477,351905149071
237903,2014-12-11,21:50:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
