,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
175778,2016-03-24,14:00:00,PLAN3,SMS-MT,65978198280,208120276653317,353297808290
175779,2016-03-24,14:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
175780,2016-03-24,14:00:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
175781,2016-03-24,14:10:00,PLAN3,SMS-MT,68373748102,208100167682477,356008289837
175782,2016-03-24,14:29:00,PLAN1,MOC,68373748102,208100310191699,356008289837
175783,2016-03-24,15:00:00,PLAN3,MTC,68373748102,208100310191699,356008289837
175784,2016-03-24,15:00:00,PLAN1,MOC,65978198280,208120276653317,353297808290
175785,2016-03-24,15:10:00,PLAN2,MOC,65978198280,208100167682477,353297808290
175786,2016-03-24,15:37:00,PLAN3,MOC,65978198280,208100310191699,356008289837
175787,2016-03-24,15:40:00,PLAN2,SMS-MO,68373748102,208100310191699,356008289837
175788,2016-03-24,16:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
175789,2016-03-24,16:30:00,PLAN3,SMS-MO,68373748102,208100167682477,351905149071
175790,2016-03-24,16:30:00,PLAN3,MOC,67599860569,208100167682477,356008289837
175791,2016-03-24,16:30:00,PLAN3,MTC,65978198280,208100310191699,356008289837
175792,2016-03-24,16:31:52,PLAN3,MOC,68373748102,208100310191699,351905149071
175793,2016-03-24,16:38:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
175794,2016-03-24,17:00:00,PLAN2,SMS-MO,68373748102,208100310191699,356008289837
175795,2016-03-24,17:00:00,PLAN1,SMS-MT,68373748102,208100167682477,356008289837
175796,2016-03-24,17:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
175797,2016-03-24,17:10:00,PLAN1,SMS-MO,65978198280,208100167682477,356008289837
175798,2016-03-24,17:10:00,PLAN3,MTC,65978198280,208100167682477,351905149071
175799,2016-03-24,17:16:53,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
175800,2016-03-24,17:30:00,PLAN1,MTC,68373748102,208100310191699,356008289837
175801,2016-03-24,18:00:00,PLAN3,SMS-MT,68373748102,208100310191699,351905149071
175802,2016-03-24,18:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
175803,2016-03-24,18:20:00,PLAN1,MOC,65978198280,208120276653317,356008289837
175804,2016-03-24,18:30:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
175805,2016-03-24,18:30:00,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
175806,2016-03-24,18:36:00,PLAN3,MTC,65978198280,208100310191699,356008289837
175807,2016-03-24,18:40:00,PLAN3,MTC,65978198280,208100310191699,356008289837
175808,2016-03-24,18:55:00,PLAN3,MOC,67599860569,208100310191699,356008289837
175809,2016-03-24,18:55:00,PLAN3,SMS-MT,65978198280,208120276653317,356008289837
175810,2016-03-24,18:55:00,PLAN3,MOC,65978198280,208100310191699,356008289837
175811,2016-03-24,19:00:00,PLAN1,MTC,67599860569,208120276653317,353297808290
175812,2016-03-24,19:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
175813,2016-03-24,19:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
175814,2016-03-24,19:10:00,PLAN3,SMS-MO,67599860569,208100310191699,351905149071
175815,2016-03-24,19:20:00,PLAN3,MOC,65978198280,208100310191699,356008289837
175816,2016-03-24,19:30:00,PLAN3,MOC,65978198280,208100310191699,356008289837
175817,2016-03-24,19:50:00,PLAN1,MOC,65978198280,208100167682477,356008289837
175735,2016-03-24,1:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
175736,2016-03-24,1:07:00,PLAN3,MTC,68373748102,208100310191699,351905149071
