,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
230579,2015-02-07,23:34:00,PLAN3,SMS-MO,67599860569,208100310191699,356008289837
230580,2015-02-07,23:41:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
230483,2015-02-07,2:12:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
230484,2015-02-07,2:18:00,PLAN3,MOC,65978198280,208100167682477,356008289837
230485,2015-02-07,2:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
230486,2015-02-07,2:50:00,PLAN3,SMS-MT,65978198280,208100310191699,353297808290
230487,2015-02-07,3:00:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
230488,2015-02-07,3:30:00,PLAN1,MTC,65978198280,208100310191699,356008289837
230489,2015-02-07,6:15:00,PLAN3,MOC,67599860569,208100310191699,356008289837
230490,2015-02-07,6:20:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
230491,2015-02-07,7:00:00,PLAN3,SMS-MO,67599860569,208100310191699,351905149071
230492,2015-02-07,7:00:00,PLAN1,SMS-MT,65978198280,208100167682477,356008289837
230493,2015-02-07,7:05:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
230494,2015-02-07,7:30:00,PLAN3,MOC,65978198280,208100310191699,356008289837
230495,2015-02-07,8:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
230496,2015-02-07,8:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
230497,2015-02-07,8:00:00,PLAN3,MTC,68373748102,208100310191699,351905149071
230498,2015-02-07,8:00:00,PLAN3,SMS-MO,67599860569,208100310191699,356008289837
230499,2015-02-07,8:00:00,PLAN1,MOC,65978198280,208100167682477,356008289837
230500,2015-02-07,8:00:00,PLAN1,MTC,68373748102,208100167682477,356008289837
230501,2015-02-07,8:00:00,PLAN2,SMS-MO,65978198280,208100167682477,356008289837
230502,2015-02-07,8:10:00,PLAN3,MOC,65978198280,208100310191699,356008289837
230503,2015-02-07,8:10:00,PLAN1,MOC,65978198280,208100310191699,356008289837
230504,2015-02-07,8:15:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
230505,2015-02-07,8:30:00,PLAN1,MOC,65978198280,208100310191699,351905149071
230506,2015-02-07,8:31:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
230507,2015-02-07,8:45:00,PLAN3,MOC,65978198280,208100310191699,356008289837
