,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
207877,2015-07-21,14:30:00,PLAN3,SMS-MT,67599860569,208100167682477,356008289837
207878,2015-07-21,14:30:00,PLAN1,MOC,65978198280,208100310191699,356008289837
207879,2015-07-21,15:00:00,PLAN1,MOC,65978198280,208100310191699,351905149071
207880,2015-07-21,15:10:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
207881,2015-07-21,15:26:00,PLAN2,MTC,65978198280,208100310191699,351905149071
207882,2015-07-21,15:40:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
207883,2015-07-21,15:45:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
207884,2015-07-21,16:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
207885,2015-07-21,16:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
207886,2015-07-21,16:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
207887,2015-07-21,16:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
207888,2015-07-21,16:30:00,PLAN2,MOC,65978198280,208100310191699,353297808290
207889,2015-07-21,16:30:00,PLAN3,MOC,68373748102,208120276653317,356008289837
207890,2015-07-21,16:45:00,PLAN3,SMS-MO,68373748102,208120276653317,351905149071
207891,2015-07-21,16:50:00,PLAN3,MOC,65978198280,208100310191699,356008289837
207892,2015-07-21,17:00:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
207893,2015-07-21,17:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
207894,2015-07-21,17:00:00,PLAN1,MTC,65978198280,208100310191699,356008289837
207895,2015-07-21,17:00:00,PLAN3,MOC,68373748102,208100310191699,353297808290
207896,2015-07-21,17:15:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
207897,2015-07-21,17:21:00,PLAN2,MOC,68373748102,208100167682477,351905149071
207899,2015-07-21,17:30:00,PLAN2,MTC,68373748102,208100167682477,356008289837
207900,2015-07-21,17:30:00,PLAN3,MOC,68373748102,208100167682477,356008289837
207901,2015-07-21,18:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
207902,2015-07-21,18:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
207903,2015-07-21,18:00:00,PLAN1,MOC,65978198280,208100310191699,351905149071
207904,2015-07-21,18:10:00,PLAN3,MTC,65978198280,208100167682477,356008289837
207905,2015-07-21,18:45:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
207906,2015-07-21,18:50:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
207907,2015-07-21,18:50:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
207908,2015-07-21,19:00:00,PLAN1,MTC,68373748102,208100310191699,356008289837
207909,2015-07-21,19:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
207910,2015-07-21,19:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
207911,2015-07-21,19:00:00,PLAN3,MOC,65978198280,208120276653317,356008289837
207912,2015-07-21,19:00:00,PLAN1,MTC,68373748102,208100310191699,356008289837
207913,2015-07-21,19:15:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
207914,2015-07-21,19:30:00,PLAN3,MOC,65978198280,208100310191699,351905149071
207915,2015-07-21,19:30:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
207916,2015-07-21,19:35:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
207917,2015-07-21,19:35:00,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
207813,2015-07-21,1:12:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
207814,2015-07-21,1:15:00,PLAN1,SMS-MO,68373748102,208120276653317,351905149071
207815,2015-07-21,1:30:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
207816,2015-07-21,1:30:00,PLAN3,MOC,68373748102,208100310191699,356008289837
