,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
233705,2015-01-13,23:30:00,PLAN3,SMS-MO,65978198280,208100310191699,353297808290
233591,2015-01-13,2:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
233592,2015-01-13,3:30:00,PLAN1,MTC,65978198280,208120276653317,356008289837
233593,2015-01-13,4:50:00,PLAN3,MOC,65978198280,208100310191699,351905149071
233594,2015-01-13,5:15:00,PLAN1,MTC,65978198280,208100167682477,356008289837
233595,2015-01-13,6:45:00,PLAN3,MOC,67599860569,208120276653317,356008289837
233596,2015-01-13,6:50:00,PLAN3,MOC,68373748102,208100167682477,353297808290
233597,2015-01-13,7:00:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
233598,2015-01-13,7:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
233599,2015-01-13,7:14:00,PLAN3,MTC,65978198280,208100310191699,356008289837
233600,2015-01-13,7:15:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
233601,2015-01-13,7:15:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
233602,2015-01-13,7:30:00,PLAN1,SMS-MO,68373748102,208100310191699,356008289837
233603,2015-01-13,7:41:00,PLAN1,SMS-MO,68373748102,208100310191699,356008289837
233604,2015-01-13,7:45:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
233605,2015-01-13,7:50:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
233606,2015-01-13,8:00:00,PLAN3,SMS-MT,68373748102,208100167682477,353297808290
233607,2015-01-13,8:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
233608,2015-01-13,8:10:00,PLAN1,SMS-MT,68373748102,208100310191699,356008289837
233609,2015-01-13,8:30:00,PLAN3,MOC,68373748102,208100310191699,356008289837
233610,2015-01-13,8:54:00,PLAN3,MTC,65978198280,208100310191699,351905149071
233611,2015-01-13,8:57:00,PLAN3,MOC,65978198280,208100167682477,356008289837
