,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
187839,2015-12-13,18:15:00,PLAN3,MOC,65978198280,208100310191699,356008289837
187840,2015-12-13,18:30:00,PLAN1,SMS-MO,65978198280,208100310191699,353297808290
187841,2015-12-13,18:30:00,PLAN3,MOC,65978198280,208100310191699,356008289837
187842,2015-12-13,18:40:00,PLAN1,SMS-MT,68373748102,208100167682477,351905149071
187843,2015-12-13,18:45:00,PLAN1,MTC,68373748102,208100310191699,356008289837
187844,2015-12-13,18:45:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
187845,2015-12-13,19:00:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
187846,2015-12-13,19:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
187847,2015-12-13,19:30:00,PLAN3,MOC,65978198280,208100310191699,351905149071
187848,2015-12-13,19:30:00,PLAN3,MOC,68373748102,208100310191699,351905149071
187849,2015-12-13,19:45:00,PLAN3,MTC,65978198280,208100310191699,356008289837
187754,2015-12-13,1:01:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
187755,2015-12-13,1:20:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
187756,2015-12-13,1:47:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
187850,2015-12-13,20:00:00,PLAN1,MTC,67599860569,208100167682477,356008289837
187851,2015-12-13,20:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
187852,2015-12-13,20:10:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
187853,2015-12-13,20:30:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
187854,2015-12-13,20:36:00,PLAN1,MOC,68373748102,208100310191699,351905149071
187855,2015-12-13,20:45:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
187856,2015-12-13,21:00:00,PLAN3,SMS-MT,65978198280,208100167682477,353297808290
187857,2015-12-13,21:30:00,PLAN1,MTC,65978198280,208100167682477,356008289837
187858,2015-12-13,21:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
187859,2015-12-13,21:45:00,PLAN3,MTC,65978198280,208100310191699,356008289837
187860,2015-12-13,21:45:00,PLAN3,MTC,65978198280,208100310191699,356008289837
187861,2015-12-13,21:45:00,PLAN3,MTC,68373748102,208100310191699,353297808290
187862,2015-12-13,22:00:00,PLAN3,MOC,67599860569,208100310191699,356008289837
187863,2015-12-13,22:25:00,PLAN3,MTC,67599860569,208100310191699,356008289837
187864,2015-12-13,22:30:00,PLAN3,MTC,65978198280,208100310191699,356008289837
187865,2015-12-13,22:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
187866,2015-12-13,22:45:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
187867,2015-12-13,23:00:00,PLAN1,MOC,65978198280,208100167682477,356008289837
187868,2015-12-13,23:00:00,PLAN3,MTC,68373748102,208100310191699,356008289837
187869,2015-12-13,23:15:00,PLAN1,SMS-MT,65978198280,208100310191699,351905149071
187870,2015-12-13,23:40:00,PLAN3,MOC,68373748102,208100310191699,351905149071
187757,2015-12-13,2:00:00,PLAN3,MOC,65978198280,208100167682477,351905149071
