,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
167997,2016-05-22,21:30:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
167998,2016-05-22,21:30:00,PLAN1,MOC,65978198280,208100167682477,356008289837
167999,2016-05-22,21:41:41,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
168001,2016-05-22,22:00:00,PLAN1,SMS-MO,68373748102,208120276653317,356008289837
168002,2016-05-22,22:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
168003,2016-05-22,22:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
168004,2016-05-22,22:03:00,PLAN3,MTC,65978198280,208100310191699,356008289837
168005,2016-05-22,22:20:00,PLAN3,MOC,65978198280,208100167682477,356008289837
168006,2016-05-22,22:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
168007,2016-05-22,22:46:00,PLAN3,MOC,65978198280,208100310191699,351905149071
168008,2016-05-22,22:54:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
168009,2016-05-22,22:55:00,PLAN3,MTC,68373748102,208100167682477,356008289837
168010,2016-05-22,23:10:00,PLAN2,MOC,68373748102,208100310191699,356008289837
168011,2016-05-22,23:16:00,PLAN3,MTC,68373748102,208100310191699,356008289837
168012,2016-05-22,23:16:00,PLAN3,MOC,65978198280,208100310191699,356008289837
168013,2016-05-22,23:16:00,PLAN3,MOC,68373748102,208100167682477,356008289837
168014,2016-05-22,23:16:00,PLAN3,MTC,65978198280,208100310191699,356008289837
168015,2016-05-22,23:16:00,PLAN3,MOC,68373748102,208100310191699,351905149071
168016,2016-05-22,23:40:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
167853,2016-05-22,23:54:00,PLAN3,MTC,65978198280,208100310191699,351905149071
167868,2016-05-22,2:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
167869,2016-05-22,2:10:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
167870,2016-05-22,2:30:00,PLAN3,MOC,65978198280,208100167682477,356008289837
167871,2016-05-22,2:45:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
167872,2016-05-22,2:54:00,PLAN3,SMS-MO,65978198280,208120276653317,356008289837
167873,2016-05-22,3:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
167874,2016-05-22,3:20:00,PLAN3,MOC,65978198280,208100167682477,356008289837
167875,2016-05-22,3:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
167876,2016-05-22,3:40:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
167877,2016-05-22,3:50:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
167880,2016-05-22,4:50:00,PLAN1,MTC,65978198280,208100310191699,356008289837
167881,2016-05-22,5:37:00,PLAN3,MTC,65978198280,208100310191699,351905149071
167882,2016-05-22,6:30:00,PLAN3,MOC,65978198280,208100310191699,351905149071
167883,2016-05-22,7:00:00,PLAN3,MOC,68373748102,208100310191699,351905149071
167884,2016-05-22,7:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
167885,2016-05-22,7:15:00,PLAN1,MTC,65978198280,208100310191699,356008289837
167886,2016-05-22,7:30:00,PLAN3,MOC,68373748102,208100167682477,351905149071
167887,2016-05-22,8:00:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
167888,2016-05-22,8:00:00,PLAN1,MTC,65978198280,208100310191699,356008289837
167889,2016-05-22,8:00:00,PLAN1,MOC,68373748102,208100167682477,351905149071
