,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
176206,2016-03-21,23:30:00,PLAN3,SMS-MT,65978198280,208120276653317,351905149071
176207,2016-03-21,23:36:00,PLAN3,MTC,68373748102,208100310191699,356008289837
176208,2016-03-21,23:45:00,PLAN3,MTC,65978198280,208100310191699,356008289837
176093,2016-03-21,2:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
176094,2016-03-21,2:00:00,PLAN2,SMS-MT,68373748102,208100167682477,356008289837
176095,2016-03-21,6:30:00,PLAN3,SMS-MT,67599860569,208100310191699,356008289837
176096,2016-03-21,6:30:00,PLAN3,MOC,68373748102,208100167682477,356008289837
176097,2016-03-21,6:30:00,PLAN3,MTC,65978198280,208100310191699,353297808290
176098,2016-03-21,6:50:00,PLAN3,MTC,65978198280,208100310191699,351905149071
176099,2016-03-21,6:50:00,PLAN3,SMS-MT,68373748102,208100167682477,351905149071
176100,2016-03-21,7:15:00,PLAN1,SMS-MT,65978198280,208100167682477,351905149071
176101,2016-03-21,7:15:00,PLAN3,MOC,67599860569,208100310191699,356008289837
176102,2016-03-21,7:30:00,PLAN3,MOC,68373748102,208100310191699,356008289837
176103,2016-03-21,7:30:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
176104,2016-03-21,7:30:00,PLAN1,SMS-MT,65978198280,208100167682477,356008289837
176105,2016-03-21,7:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
176106,2016-03-21,7:30:00,PLAN3,MTC,65978198280,208100310191699,351905149071
176107,2016-03-21,7:36:00,PLAN3,SMS-MT,68373748102,208100167682477,351905149071
176108,2016-03-21,8:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176109,2016-03-21,8:00:00,PLAN3,SMS-MT,68373748102,208100310191699,351905149071
176110,2016-03-21,8:00:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
176111,2016-03-21,8:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
176112,2016-03-21,8:00:00,PLAN3,SMS-MO,67599860569,208100310191699,356008289837
176113,2016-03-21,8:10:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
176114,2016-03-21,8:15:00,PLAN3,MTC,68373748102,208100310191699,356008289837
