,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
176221,2016-03-20,9:30:00,PLAN1,SMS-MO,68373748102,208120276653317,356008289837
176222,2016-03-20,9:40:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176223,2016-03-20,9:45:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176088,2016-03-21,0:00:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
176089,2016-03-21,0:30:00,PLAN1,MOC,68373748102,208120276653317,356008289837
176090,2016-03-21,0:40:00,PLAN1,SMS-MT,67599860569,208100310191699,356008289837
176126,2016-03-21,10:00:00,PLAN3,MOC,65978198280,208100167682477,351905149071
176127,2016-03-21,10:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
176128,2016-03-21,10:40:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176129,2016-03-21,10:40:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
176130,2016-03-21,10:45:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
176131,2016-03-21,10:55:00,PLAN3,MTC,65978198280,208100310191699,356008289837
176132,2016-03-21,11:00:00,PLAN1,MOC,68373748102,208100167682477,356008289837
176133,2016-03-21,11:00:00,PLAN1,MOC,68373748102,208100310191699,356008289837
176134,2016-03-21,11:25:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176135,2016-03-21,11:30:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
176136,2016-03-21,12:00:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
176137,2016-03-21,12:00:00,PLAN2,MTC,65978198280,208100310191699,356008289837
176138,2016-03-21,12:00:00,PLAN3,MTC,68373748102,208100310191699,356008289837
176139,2016-03-21,12:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
176140,2016-03-21,12:00:00,PLAN3,MTC,67599860569,208100167682477,356008289837
176141,2016-03-21,12:00:00,PLAN3,MTC,65978198280,208100310191699,351905149071
176142,2016-03-21,12:30:00,PLAN3,MOC,68373748102,208100310191699,351905149071
176143,2016-03-21,12:30:00,PLAN3,MTC,68373748102,208100310191699,351905149071
176144,2016-03-21,12:30:00,PLAN2,MOC,65978198280,208100310191699,351905149071
176145,2016-03-21,12:40:00,PLAN3,MTC,65978198280,208100310191699,351905149071
176146,2016-03-21,12:45:00,PLAN3,MTC,65978198280,208100310191699,356008289837
176147,2016-03-21,13:00:00,PLAN3,MTC,65978198280,208100167682477,356008289837
176148,2016-03-21,13:00:00,PLAN2,SMS-MT,65978198280,208100167682477,356008289837
176149,2016-03-21,13:00:00,PLAN1,SMS-MO,68373748102,208120276653317,353297808290
176150,2016-03-21,13:00:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
176151,2016-03-21,13:15:00,PLAN1,SMS-MT,65978198280,208100310191699,351905149071
176152,2016-03-21,13:20:00,PLAN3,MOC,65978198280,208100310191699,356008289837
176153,2016-03-21,13:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176154,2016-03-21,13:30:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
176155,2016-03-21,14:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176156,2016-03-21,14:20:00,PLAN3,MOC,65978198280,208100310191699,356008289837
176157,2016-03-21,14:25:00,PLAN2,SMS-MO,65978198280,208100310191699,351905149071
176158,2016-03-21,14:30:00,PLAN2,MTC,65978198280,208100310191699,356008289837
176159,2016-03-21,14:30:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
176160,2016-03-21,14:55:00,PLAN3,SMS-MT,65978198280,208100310191699,353297808290
176161,2016-03-21,15:00:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
176162,2016-03-21,15:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
176163,2016-03-21,15:00:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
176164,2016-03-21,15:10:00,PLAN3,SMS-MT,68373748102,208100167682477,356008289837
176165,2016-03-21,15:15:00,PLAN3,MOC,65978198280,208100310191699,356008289837
176166,2016-03-21,15:25:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
176167,2016-03-21,15:30:00,PLAN3,MTC,68373748102,208100310191699,356008289837
176168,2016-03-21,15:40:00,PLAN3,SMS-MO,65978198280,208100167682477,353297808290
176169,2016-03-21,15:40:00,PLAN3,MOC,68373748102,208100310191699,351905149071
176170,2016-03-21,16:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176171,2016-03-21,16:00:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
176172,2016-03-21,16:20:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
176173,2016-03-21,16:20:00,PLAN1,SMS-MT,65978198280,208100167682477,356008289837
176076,2016-03-21,16:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
176077,2016-03-21,16:30:00,PLAN2,MTC,68373748102,208100310191699,356008289837
176078,2016-03-21,16:30:00,PLAN1,MTC,65978198280,208120276653317,356008289837
176079,2016-03-21,16:40:00,PLAN3,MOC,68373748102,208100310191699,356008289837
176080,2016-03-21,16:40:00,PLAN3,MTC,65978198280,208100167682477,356008289837
176081,2016-03-21,16:40:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
176082,2016-03-21,16:45:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
176083,2016-03-21,17:00:00,PLAN3,MTC,68373748102,208120276653317,356008289837
176084,2016-03-21,17:45:00,PLAN3,MOC,67599860569,208100310191699,356008289837
176085,2016-03-21,18:00:00,PLAN3,MOC,68373748102,208100167682477,353297808290
176086,2016-03-21,18:00:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
176087,2016-03-21,18:00:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
176174,2016-03-21,18:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176175,2016-03-21,18:00:00,PLAN1,SMS-MO,65978198280,208120276653317,356008289837
176176,2016-03-21,18:00:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
176177,2016-03-21,18:20:00,PLAN1,SMS-MT,65978198280,208120276653317,351905149071
176178,2016-03-21,18:30:00,PLAN1,SMS-MT,68373748102,208100310191699,356008289837
176179,2016-03-21,19:00:00,PLAN1,MTC,68373748102,208100310191699,353297808290
176180,2016-03-21,19:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
176181,2016-03-21,19:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176182,2016-03-21,19:07:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
176183,2016-03-21,19:10:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
176184,2016-03-21,19:30:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
176185,2016-03-21,19:30:00,PLAN2,MTC,65978198280,208100167682477,356008289837
176186,2016-03-21,19:30:00,PLAN3,MOC,67599860569,208100167682477,351905149071
176187,2016-03-21,19:48:00,PLAN3,MOC,68373748102,208100310191699,356008289837
176091,2016-03-21,1:20:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176092,2016-03-21,1:35:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
176188,2016-03-21,20:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176189,2016-03-21,20:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
176190,2016-03-21,20:00:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
176191,2016-03-21,20:00:00,PLAN3,SMS-MO,68373748102,208120276653317,356008289837
176192,2016-03-21,20:00:00,PLAN1,SMS-MT,68373748102,208100310191699,356008289837
176193,2016-03-21,20:35:00,PLAN3,MOC,65978198280,208100310191699,356008289837
176194,2016-03-21,20:50:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
176195,2016-03-21,21:13:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
176196,2016-03-21,21:28:00,PLAN3,MOC,65978198280,208100310191699,356008289837
176197,2016-03-21,21:30:00,PLAN3,MOC,67599860569,208100310191699,351905149071
