,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
136463,2016-12-28,1:24:00,PLAN3,MTC,65978198280,208100310191699,356008289837
136562,2016-12-28,20:00:00,PLAN1,MTC,68373748102,208100310191699,351905149071
136563,2016-12-28,20:00:00,PLAN3,MTC,68373748102,208100310191699,356008289837
136564,2016-12-28,20:00:00,PLAN3,MTC,65978198280,208100167682477,351905149071
136565,2016-12-28,20:03:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
136566,2016-12-28,20:30:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
136567,2016-12-28,20:30:00,PLAN3,MTC,65978198280,208100167682477,351905149071
136568,2016-12-28,20:30:00,PLAN3,SMS-MT,68373748102,208100167682477,356008289837
136569,2016-12-28,20:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
136570,2016-12-28,20:41:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
136571,2016-12-28,21:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
136572,2016-12-28,21:00:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
136573,2016-12-28,21:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
136574,2016-12-28,21:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
136575,2016-12-28,21:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
136576,2016-12-28,21:05:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
136577,2016-12-28,21:10:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
136578,2016-12-28,21:15:00,PLAN1,SMS-MT,67599860569,208100310191699,356008289837
136579,2016-12-28,21:34:00,PLAN1,SMS-MT,65978198280,208120276653317,356008289837
136580,2016-12-28,22:00:00,PLAN3,MTC,65978198280,208100310191699,351905149071
136581,2016-12-28,22:00:00,PLAN3,SMS-MT,67599860569,208100310191699,351905149071
136582,2016-12-28,22:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
136583,2016-12-28,22:30:00,PLAN2,MTC,65978198280,208100310191699,356008289837
136584,2016-12-28,22:30:00,PLAN3,MOC,65978198280,208100310191699,356008289837
136585,2016-12-28,22:53:00,PLAN3,MTC,68373748102,208100167682477,356008289837
136586,2016-12-28,22:56:00,PLAN3,SMS-MT,65978198280,208120276653317,356008289837
136587,2016-12-28,23:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
136588,2016-12-28,23:00:00,PLAN2,MOC,68373748102,208100167682477,356008289837
136589,2016-12-28,23:30:00,PLAN2,MOC,65978198280,208100167682477,356008289837
136590,2016-12-28,23:40:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
136591,2016-12-28,23:40:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
136592,2016-12-28,23:50:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
136464,2016-12-28,2:00:00,PLAN1,MOC,68373748102,208100310191699,356008289837
136465,2016-12-28,2:00:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
136466,2016-12-28,2:00:00,PLAN1,SMS-MT,68373748102,208100310191699,353297808290
136467,2016-12-28,2:10:00,PLAN3,SMS-MO,68373748102,208100167682477,351905149071
136468,2016-12-28,2:15:00,PLAN3,MTC,65978198280,208100310191699,356008289837
136469,2016-12-28,2:45:00,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
136470,2016-12-28,2:50:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
136471,2016-12-28,2:57:00,PLAN1,MTC,65978198280,208100310191699,351905149071
136472,2016-12-28,3:00:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
136473,2016-12-28,3:05:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
136474,2016-12-28,3:20:00,PLAN3,MTC,68373748102,208100310191699,351905149071
136475,2016-12-28,3:30:00,PLAN1,MTC,67599860569,208100310191699,356008289837
136476,2016-12-28,3:50:00,PLAN1,SMS-MO,65978198280,208100167682477,356008289837
136477,2016-12-28,5:47:00,PLAN1,SMS-MO,68373748102,208100167682477,356008289837
136478,2016-12-28,6:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
136479,2016-12-28,7:00:00,PLAN3,MTC,65978198280,208120276653317,356008289837
136480,2016-12-28,8:00:00,PLAN2,MOC,65978198280,208100167682477,351905149071
136481,2016-12-28,8:00:00,PLAN1,SMS-MO,67599860569,208100310191699,356008289837
136482,2016-12-28,8:00:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
136483,2016-12-28,8:10:00,PLAN3,MTC,65978198280,208100310191699,356008289837
136484,2016-12-28,8:55:00,PLAN1,SMS-MO,65978198280,208100167682477,356008289837
136485,2016-12-28,9:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
136460,2016-12-28,,PLAN3,MOC,65978198280,208120276653317,356008289837
136505,2016-12-28,,PLAN2,MOC,65978198280,208100310191699,351905149071
136506,2016-12-28,,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
136302,2016-12-29,0:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
136303,2016-12-29,0:01:00,PLAN3,MTC,65978198280,208100167682477,356008289837
136304,2016-12-29,0:08:00,PLAN1,MOC,68373748102,208100310191699,356008289837
