,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
101462,2017-10-03,19:00:00,PLAN1,MTC,65978198280,208100310191699,351905149071
101463,2017-10-03,19:00:00,PLAN1,MTC,65978198280,208100167682477,353297808290
101464,2017-10-03,19:00:00,PLAN3,MOC,65978198280,208100310191699,351905149071
101465,2017-10-03,19:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
101466,2017-10-03,19:00:00,PLAN3,MOC,67599860569,208100310191699,356008289837
101467,2017-10-03,19:00:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
101343,2017-10-03,19:05:00,PLAN3,MTC,67599860569,208120276653317,356008289837
101344,2017-10-03,19:10:00,PLAN2,SMS-MO,67599860569,208120276653317,356008289837
101345,2017-10-03,19:20:00,PLAN3,MTC,65978198280,208100310191699,356008289837
101346,2017-10-03,19:30:00,PLAN3,MTC,65978198280,208100310191699,351905149071
101347,2017-10-03,19:30:00,PLAN3,SMS-MT,65978198280,208120276653317,356008289837
101348,2017-10-03,19:55:00,PLAN2,SMS-MO,65978198280,208100167682477,356008289837
101349,2017-10-03,19:55:00,PLAN1,MOC,65978198280,208120276653317,356008289837
101362,2017-10-03,1:01:00,PLAN3,MOC,65978198280,208100310191699,356008289837
101363,2017-10-03,1:01:00,PLAN3,SMS-MO,67599860569,208100310191699,356008289837
101364,2017-10-03,1:01:00,PLAN3,MTC,68373748102,208100310191699,356008289837
101365,2017-10-03,1:30:00,PLAN3,SMS-MT,67599860569,208100310191699,356008289837
101366,2017-10-03,1:45:00,PLAN1,MTC,65978198280,208100310191699,356008289837
101350,2017-10-03,20:00:00,PLAN3,MTC,65978198280,208100310191699,353297808290
101351,2017-10-03,20:00:00,PLAN3,MOC,65978198280,208100310191699,353297808290
101352,2017-10-03,20:10:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
101353,2017-10-03,20:18:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
101468,2017-10-03,20:21:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
101469,2017-10-03,20:30:00,PLAN3,MTC,65978198280,208100167682477,356008289837
101470,2017-10-03,20:50:00,PLAN3,MTC,65978198280,208100167682477,351905149071
101471,2017-10-03,21:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
101472,2017-10-03,21:00:00,PLAN1,SMS-MT,68373748102,208100167682477,356008289837
101473,2017-10-03,21:00:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
101474,2017-10-03,21:00:00,PLAN3,MOC,68373748102,208100310191699,351905149071
101475,2017-10-03,21:11:00,PLAN1,MOC,65978198280,208100310191699,351905149071
101476,2017-10-03,21:15:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
101477,2017-10-03,21:45:00,PLAN3,MTC,65978198280,208100167682477,356008289837
101478,2017-10-03,22:00:00,PLAN3,MTC,65978198280,208100167682477,356008289837
101479,2017-10-03,22:00:00,PLAN3,MTC,68373748102,208100167682477,356008289837
101480,2017-10-03,22:00:00,PLAN1,SMS-MT,68373748102,208100310191699,351905149071
101481,2017-10-03,22:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
101482,2017-10-03,22:35:00,PLAN3,MOC,65978198280,208100167682477,353297808290
101483,2017-10-03,22:50:00,PLAN1,MTC,65978198280,208100167682477,353297808290
101484,2017-10-03,23:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
101485,2017-10-03,23:00:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
101486,2017-10-03,23:10:00,PLAN1,SMS-MO,68373748102,208100310191699,356008289837
101487,2017-10-03,23:10:00,PLAN3,MOC,65978198280,208100167682477,351905149071
101488,2017-10-03,23:10:00,PLAN1,MOC,68373748102,208100310191699,356008289837
101489,2017-10-03,23:16:00,PLAN3,MOC,68373748102,208100310191699,351905149071
101490,2017-10-03,23:16:00,PLAN3,MTC,68373748102,208100310191699,356008289837
101491,2017-10-03,23:37:00,PLAN3,MTC,65978198280,208100310191699,351905149071
101367,2017-10-03,2:00:00,PLAN3,SMS-MO,65978198280,208100167682477,351905149071
101368,2017-10-03,2:30:00,PLAN3,MTC,65978198280,208100310191699,351905149071
101369,2017-10-03,3:00:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
101370,2017-10-03,3:30:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
101371,2017-10-03,4:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
101372,2017-10-03,7:00:00,PLAN1,MOC,65978198280,208100167682477,356008289837
101373,2017-10-03,7:30:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
101374,2017-10-03,7:50:00,PLAN1,MOC,68373748102,208100310191699,356008289837
101375,2017-10-03,7:50:00,PLAN1,MTC,65978198280,208100310191699,356008289837
101376,2017-10-03,8:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
101377,2017-10-03,8:15:00,PLAN3,MOC,65978198280,208100310191699,356008289837
101378,2017-10-03,8:20:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
101379,2017-10-03,8:30:00,PLAN1,MTC,65978198280,208100167682477,356008289837
101380,2017-10-03,8:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
101381,2017-10-03,8:39:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
101382,2017-10-03,9:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
101383,2017-10-03,9:00:00,PLAN2,MOC,68373748102,208100310191699,356008289837
101384,2017-10-03,9:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
101385,2017-10-03,9:05:00,PLAN1,MTC,65978198280,208100310191699,356008289837
101386,2017-10-03,9:30:00,PLAN1,MTC,65978198280,208100310191699,351905149071
101387,2017-10-03,9:48:00,PLAN3,MTC,68373748102,208100167682477,356008289837
101198,2017-10-04,0:01:00,PLAN1,MOC,65978198280,208100310191699,356008289837
101199,2017-10-04,0:25:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
101200,2017-10-04,0:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
101201,2017-10-04,0:45:00,PLAN1,MOC,68373748102,208100167682477,351905149071
101237,2017-10-04,10:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
101238,2017-10-04,10:00:00,PLAN3,MTC,68373748102,208100167682477,356008289837
