,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
96765,2017-11-07,20:50:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
96766,2017-11-07,21:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
96767,2017-11-07,21:00:00,PLAN2,MTC,68373748102,208100310191699,351905149071
96768,2017-11-07,21:00:00,PLAN3,MTC,65978198280,208100310191699,353297808290
96769,2017-11-07,21:04:00,PLAN3,MOC,65978198280,208100167682477,356008289837
96770,2017-11-07,21:20:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
96771,2017-11-07,21:24:00,PLAN1,MOC,65978198280,208100310191699,351905149071
96772,2017-11-07,21:25:00,PLAN1,MOC,65978198280,208100310191699,356008289837
96773,2017-11-07,21:30:00,PLAN3,SMS-MT,68373748102,208100310191699,351905149071
96774,2017-11-07,21:34:00,PLAN3,MTC,65978198280,208100310191699,356008289837
96775,2017-11-07,22:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
96776,2017-11-07,22:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
96777,2017-11-07,22:00:00,PLAN1,MTC,65978198280,208120276653317,356008289837
96778,2017-11-07,22:02:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
96779,2017-11-07,22:06:00,PLAN1,SMS-MO,65978198280,208100167682477,356008289837
96780,2017-11-07,22:15:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
96781,2017-11-07,22:25:00,PLAN1,MOC,67599860569,208100310191699,356008289837
96782,2017-11-07,22:29:00,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
96783,2017-11-07,22:30:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
96784,2017-11-07,22:45:00,PLAN1,MTC,68373748102,208100167682477,351905149071
96785,2017-11-07,23:06:00,PLAN1,MTC,68373748102,208100310191699,356008289837
96786,2017-11-07,23:15:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
96787,2017-11-07,23:19:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
96788,2017-11-07,23:30:00,PLAN1,SMS-MT,68373748102,208100310191699,356008289837
96789,2017-11-07,23:30:00,PLAN1,MOC,65978198280,208100310191699,356008289837
96790,2017-11-07,23:41:00,PLAN3,MOC,68373748102,208100310191699,356008289837
96791,2017-11-07,23:48:00,PLAN3,MTC,68373748102,208100310191699,356008289837
96674,2017-11-07,2:00:00,PLAN3,SMS-MT,65978198280,208120276653317,356008289837
96675,2017-11-07,2:37:00,PLAN3,MOC,65978198280,208100167682477,356008289837
96676,2017-11-07,2:45:00,PLAN3,MTC,68373748102,208100167682477,356008289837
96677,2017-11-07,3:05:00,PLAN3,SMS-MO,67599860569,208120276653317,356008289837
96678,2017-11-07,3:42:00,PLAN1,MOC,65978198280,208100310191699,351905149071
96679,2017-11-07,4:10:00,PLAN1,MOC,68373748102,208100167682477,356008289837
96680,2017-11-07,5:00:00,PLAN3,MOC,68373748102,208100167682477,356008289837
96681,2017-11-07,5:00:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
96682,2017-11-07,5:25:00,PLAN1,MTC,65978198280,208100310191699,356008289837
96683,2017-11-07,6:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
96684,2017-11-07,6:15:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
96685,2017-11-07,6:45:00,PLAN1,SMS-MT,65978198280,208100310191699,353297808290
96686,2017-11-07,7:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
96687,2017-11-07,7:00:00,PLAN3,MOC,65978198280,208100310191699,351905149071
96688,2017-11-07,7:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
96689,2017-11-07,7:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
96690,2017-11-07,7:30:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
96691,2017-11-07,7:32:00,PLAN3,MOC,65978198280,208100167682477,356008289837
96692,2017-11-07,7:40:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
96693,2017-11-07,7:50:00,PLAN1,SMS-MO,68373748102,208100310191699,351905149071
96694,2017-11-07,8:00:00,PLAN2,MTC,65978198280,208100310191699,356008289837
96695,2017-11-07,8:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
96696,2017-11-07,8:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
96697,2017-11-07,8:15:00,PLAN3,MTC,65978198280,208120276653317,351905149071
96698,2017-11-07,8:20:00,PLAN1,SMS-MT,68373748102,208100167682477,356008289837
96699,2017-11-07,8:40:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
96700,2017-11-07,9:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
96701,2017-11-07,9:30:00,PLAN3,MOC,65978198280,208100167682477,356008289837
96702,2017-11-07,9:38:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
96703,2017-11-07,9:45:00,PLAN3,MOC,67599860569,208120276653317,356008289837
96704,2017-11-07,9:55:00,PLAN2,MOC,65978198280,208100310191699,356008289837
96741,2017-11-07,,PLAN3,MOC,65978198280,208100167682477,356008289837
