,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
244038,2014-10-29,18:30:00,PLAN1,MTC,65978198280,208100310191699,356008289837
244039,2014-10-29,18:31:00,PLAN3,MTC,65978198280,208100310191699,351905149071
244040,2014-10-29,18:35:00,PLAN3,SMS-MO,67599860569,208100310191699,356008289837
243972,2014-10-29,18:40:00,PLAN3,MTC,68373748102,208100310191699,351905149071
244041,2014-10-29,19:00:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
244042,2014-10-29,19:00:00,PLAN1,MTC,65978198280,208100310191699,351905149071
244043,2014-10-29,19:00:00,PLAN1,MOC,65978198280,208100167682477,351905149071
244044,2014-10-29,19:10:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
244045,2014-10-29,19:15:00,PLAN1,MOC,68373748102,208100310191699,351905149071
244046,2014-10-29,19:30:00,PLAN3,MOC,65978198280,208100310191699,351905149071
243942,2014-10-29,1:00:00,PLAN1,MTC,65978198280,208100310191699,351905149071
243943,2014-10-29,1:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
243944,2014-10-29,1:00:00,PLAN3,SMS-MO,65978198280,208100167682477,353297808290
243945,2014-10-29,1:00:00,PLAN3,SMS-MT,65978198280,208120276653317,356008289837
243946,2014-10-29,1:15:00,PLAN1,MOC,65978198280,208100167682477,356008289837
243947,2014-10-29,1:20:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
243948,2014-10-29,1:30:00,PLAN3,MTC,65978198280,208100167682477,356008289837
243949,2014-10-29,1:40:00,PLAN2,MTC,68373748102,208100310191699,356008289837
244047,2014-10-29,20:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
244048,2014-10-29,20:00:00,PLAN3,MTC,65978198280,208100310191699,351905149071
244049,2014-10-29,20:00:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
244050,2014-10-29,20:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
244051,2014-10-29,20:25:00,PLAN3,MOC,65978198280,208100310191699,356008289837
244052,2014-10-29,21:00:00,PLAN1,MTC,65978198280,208100310191699,356008289837
244053,2014-10-29,21:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
244054,2014-10-29,21:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
244055,2014-10-29,21:00:00,PLAN3,MOC,65978198280,208100310191699,351905149071
244056,2014-10-29,21:40:00,PLAN1,MOC,65978198280,208100310191699,356008289837
244057,2014-10-29,22:00:00,PLAN3,MOC,68373748102,208100167682477,351905149071
244058,2014-10-29,22:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
244059,2014-10-29,22:00:00,PLAN1,MTC,65978198280,208100167682477,356008289837
244060,2014-10-29,22:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
244061,2014-10-29,22:35:00,PLAN1,MOC,68373748102,208120276653317,356008289837
244062,2014-10-29,22:35:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
