,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
20312,2019-06-21,23:45:00,PLAN2,MTC,65978198280,208100310191699,356008289837
20313,2019-06-21,23:54:00,PLAN3,MOC,65978198280,208100167682477,356008289837
20191,2019-06-21,2:15:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
20192,2019-06-21,2:30:00,PLAN1,SMS-MO,65978198280,208120276653317,356008289837
20193,2019-06-21,3:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20194,2019-06-21,3:01:00,PLAN1,MTC,65978198280,208120276653317,351905149071
20195,2019-06-21,3:17:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
20196,2019-06-21,3:26:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
20197,2019-06-21,3:56:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20198,2019-06-21,3:56:00,PLAN2,SMS-MO,65978198280,208100167682477,356008289837
20199,2019-06-21,4:30:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20200,2019-06-21,4:30:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
20201,2019-06-21,5:15:00,PLAN3,MTC,65978198280,208100310191699,356008289837
20202,2019-06-21,5:50:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
20203,2019-06-21,6:13:00,PLAN3,SMS-MT,65978198280,208100310191699,353297808290
20204,2019-06-21,7:04:00,PLAN3,MTC,68373748102,208100310191699,351905149071
20205,2019-06-21,7:04:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
20206,2019-06-21,7:09:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
20207,2019-06-21,7:15:00,PLAN3,MTC,65978198280,208100310191699,351905149071
20208,2019-06-21,7:15:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
20209,2019-06-21,7:50:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20210,2019-06-21,7:50:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20211,2019-06-21,8:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
20212,2019-06-21,8:00:00,PLAN3,MTC,65978198280,208120276653317,356008289837
20213,2019-06-21,8:00:00,PLAN1,MOC,65978198280,208100310191699,351905149071
20214,2019-06-21,8:20:00,PLAN3,MTC,65978198280,208100167682477,351905149071
20215,2019-06-21,8:40:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20216,2019-06-21,9:16:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
20217,2019-06-21,9:30:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
20218,2019-06-21,9:45:00,PLAN3,MOC,65978198280,208100310191699,351905149071
20184,2019-06-21,,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
20190,2019-06-21,,PLAN3,MOC,65978198280,208100310191699,356008289837
20219,2019-06-21,,PLAN1,MTC,67599860569,208100310191699,356008289837
20270,2019-06-21,,PLAN3,MTC,65978198280,208100310191699,356008289837
20281,2019-06-21,,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
20050,2019-06-22,0:00:00,PLAN3,SMS-MO,68373748102,208120276653317,356008289837
20051,2019-06-22,0:00:00,PLAN2,MOC,65978198280,208100310191699,351905149071
20052,2019-06-22,0:00:00,PLAN3,SMS-MO,68373748102,208100167682477,353297808290
20053,2019-06-22,0:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
20054,2019-06-22,0:00:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
20055,2019-06-22,0:00:00,PLAN3,SMS-MO,65978198280,208100167682477,351905149071
20056,2019-06-22,0:07:00,PLAN3,SMS-MT,65978198280,208100167682477,353297808290
20057,2019-06-22,0:25:00,PLAN3,MTC,65978198280,208100310191699,356008289837
20058,2019-06-22,0:30:00,PLAN1,MTC,68373748102,208120276653317,356008289837
20059,2019-06-22,0:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
20060,2019-06-22,0:30:00,PLAN1,SMS-MO,67599860569,208100310191699,356008289837
20061,2019-06-22,0:38:00,PLAN3,MTC,65978198280,208100310191699,351905149071
20062,2019-06-22,0:55:00,PLAN3,MTC,65978198280,208100310191699,356008289837
20070,2019-06-22,10:10:00,PLAN3,SMS-MO,67599860569,208100167682477,356008289837
20071,2019-06-22,10:30:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
20072,2019-06-22,11:00:00,PLAN3,MOC,67599860569,208100310191699,353297808290
20073,2019-06-22,11:00:00,PLAN3,MOC,67599860569,208100167682477,356008289837
20074,2019-06-22,11:30:00,PLAN3,SMS-MO,67599860569,208100310191699,351905149071
20075,2019-06-22,11:30:00,PLAN3,MOC,68373748102,208100167682477,356008289837
20076,2019-06-22,11:54:00,PLAN3,MTC,68373748102,208100310191699,356008289837
20077,2019-06-22,12:00:00,PLAN3,MOC,65978198280,208100310191699,351905149071
20078,2019-06-22,12:10:00,PLAN1,MOC,68373748102,208100310191699,356008289837
20079,2019-06-22,12:14:00,PLAN3,MTC,65978198280,208100310191699,351905149071
20080,2019-06-22,12:14:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
20081,2019-06-22,12:14:00,PLAN1,SMS-MT,65978198280,208100167682477,356008289837
20082,2019-06-22,12:24:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
20083,2019-06-22,12:30:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
20086,2019-06-22,13:00:00,PLAN2,MOC,65978198280,208100167682477,356008289837
20087,2019-06-22,13:15:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
20088,2019-06-22,13:15:00,PLAN3,MTC,65978198280,208100310191699,356008289837
20089,2019-06-22,13:25:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20090,2019-06-22,13:30:00,PLAN3,MTC,65978198280,208100310191699,351905149071
20091,2019-06-22,14:00:00,PLAN3,SMS-MT,68373748102,208100167682477,351905149071
20092,2019-06-22,14:59:00,PLAN3,MTC,65978198280,208100310191699,356008289837
20093,2019-06-22,15:00:00,PLAN1,MTC,65978198280,208100310191699,356008289837
20094,2019-06-22,15:00:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
20095,2019-06-22,15:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
20096,2019-06-22,15:30:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20097,2019-06-22,16:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
20098,2019-06-22,16:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
20099,2019-06-22,16:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
20100,2019-06-22,16:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
20101,2019-06-22,16:30:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
20102,2019-06-22,16:31:00,PLAN3,MTC,65978198280,208100310191699,356008289837
20103,2019-06-22,16:45:00,PLAN3,MOC,65978198280,208100310191699,351905149071
20104,2019-06-22,16:55:00,PLAN2,MOC,65978198280,208100310191699,353297808290
20105,2019-06-22,17:00:00,PLAN3,SMS-MT,65978198280,208100310191699,353297808290
20106,2019-06-22,17:00:00,PLAN3,MTC,65978198280,208100167682477,353297808290
20107,2019-06-22,17:00:00,PLAN1,SMS-MO,68373748102,208100310191699,353297808290
20108,2019-06-22,17:01:00,PLAN3,MTC,65978198280,208100310191699,356008289837
20109,2019-06-22,17:35:00,PLAN3,MOC,65978198280,208100167682477,356008289837
20110,2019-06-22,17:40:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
20111,2019-06-22,17:40:00,PLAN3,MOC,68373748102,208100310191699,356008289837
20112,2019-06-22,17:48:00,PLAN1,MOC,65978198280,208120276653317,356008289837
20113,2019-06-22,18:00:00,PLAN3,MTC,65978198280,208120276653317,356008289837
20114,2019-06-22,18:00:00,PLAN1,MOC,68373748102,208100310191699,356008289837
20115,2019-06-22,18:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
20116,2019-06-22,18:00:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
20117,2019-06-22,18:02:00,PLAN3,SMS-MT,68373748102,208100167682477,356008289837
20118,2019-06-22,18:20:00,PLAN1,MTC,67599860569,208100310191699,356008289837
20119,2019-06-22,18:26:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
20120,2019-06-22,18:30:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
20121,2019-06-22,18:30:00,PLAN1,MTC,65978198280,208100167682477,351905149071
20122,2019-06-22,18:45:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
20123,2019-06-22,19:00:00,PLAN2,SMS-MT,65978198280,208100167682477,356008289837
