,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
255384,2014-08-13,15:30:00,PLAN3,SMS-MO,68373748102,208100310191699,351905149071
255385,2014-08-13,15:50:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
255386,2014-08-13,15:50:00,PLAN2,MOC,65978198280,208100310191699,356008289837
255387,2014-08-13,15:50:00,PLAN1,SMS-MO,68373748102,208120276653317,356008289837
255388,2014-08-13,15:50:00,PLAN3,MOC,65978198280,208100167682477,356008289837
255389,2014-08-13,16:00:00,PLAN3,SMS-MT,65978198280,208100310191699,353297808290
255390,2014-08-13,16:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
255391,2014-08-13,16:00:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
255392,2014-08-13,16:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
255393,2014-08-13,16:00:00,PLAN1,SMS-MT,68373748102,208100310191699,353297808290
255394,2014-08-13,16:00:00,PLAN2,MOC,68373748102,208100310191699,356008289837
255395,2014-08-13,16:30:00,PLAN1,SMS-MT,68373748102,208100310191699,351905149071
255396,2014-08-13,16:39:00,PLAN1,SMS-MO,68373748102,208100310191699,356008289837
255397,2014-08-13,16:45:00,PLAN1,MTC,65978198280,208100167682477,351905149071
255398,2014-08-13,16:50:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
255399,2014-08-13,17:00:00,PLAN3,MTC,65978198280,208100310191699,351905149071
255400,2014-08-13,17:00:00,PLAN3,MOC,65978198280,208100310191699,351905149071
255401,2014-08-13,17:00:00,PLAN3,MTC,65978198280,208100167682477,356008289837
255402,2014-08-13,17:00:00,PLAN3,SMS-MO,67599860569,208100310191699,356008289837
255403,2014-08-13,17:00:00,PLAN3,MTC,65978198280,208100167682477,356008289837
255404,2014-08-13,17:00:00,PLAN1,MTC,68373748102,208100310191699,353297808290
255405,2014-08-13,17:00:00,PLAN1,MOC,65978198280,208120276653317,356008289837
255406,2014-08-13,17:40:00,PLAN3,MTC,65978198280,208100310191699,351905149071
255407,2014-08-13,17:50:00,PLAN2,MTC,68373748102,208100310191699,351905149071
255408,2014-08-13,17:51:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
255409,2014-08-13,18:00:00,PLAN3,MTC,65978198280,208100310191699,351905149071
255410,2014-08-13,18:00:00,PLAN3,MOC,65978198280,208100167682477,351905149071
255411,2014-08-13,18:08:00,PLAN3,SMS-MO,65978198280,208100167682477,351905149071
255412,2014-08-13,18:33:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
255413,2014-08-13,19:00:00,PLAN3,MOC,65978198280,208100310191699,353297808290
255414,2014-08-13,19:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
255415,2014-08-13,19:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
255416,2014-08-13,19:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
255417,2014-08-13,19:25:00,PLAN3,MOC,65978198280,208100167682477,356008289837
255418,2014-08-13,19:30:00,PLAN1,MOC,65978198280,208100310191699,356008289837
255419,2014-08-13,19:30:00,PLAN1,SMS-MT,65978198280,208100167682477,356008289837
255300,2014-08-13,1:00:00,PLAN1,SMS-MO,65978198280,208100310191699,353297808290
255301,2014-08-13,1:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
255302,2014-08-13,1:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
255303,2014-08-13,1:00:00,PLAN3,MOC,65978198280,208100310191699,351905149071
255304,2014-08-13,1:00:00,PLAN3,SMS-MT,65978198280,208100310191699,353297808290
255305,2014-08-13,1:01:00,PLAN3,MTC,65978198280,208100167682477,356008289837
255306,2014-08-13,1:30:00,PLAN1,SMS-MO,68373748102,208120276653317,351905149071
255307,2014-08-13,1:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
255308,2014-08-13,1:35:00,PLAN3,MOC,65978198280,208100310191699,351905149071
255420,2014-08-13,20:00:00,PLAN2,MOC,65978198280,208100167682477,356008289837
255421,2014-08-13,20:00:00,PLAN3,MTC,65978198280,208100310191699,353297808290
255422,2014-08-13,20:11:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
255423,2014-08-13,20:16:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
255424,2014-08-13,20:17:00,PLAN3,MTC,65978198280,208100167682477,356008289837
255425,2014-08-13,20:45:00,PLAN3,MTC,65978198280,208100310191699,356008289837
255426,2014-08-13,20:50:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
255427,2014-08-13,21:00:00,PLAN1,MOC,65978198280,208100310191699,356008289837
255428,2014-08-13,21:14:00,PLAN3,MOC,65978198280,208100167682477,356008289837
255429,2014-08-13,21:15:00,PLAN3,SMS-MO,67599860569,208120276653317,356008289837
255430,2014-08-13,21:21:00,PLAN3,MOC,68373748102,208100310191699,351905149071
255431,2014-08-13,21:22:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
255432,2014-08-13,21:30:00,PLAN3,MTC,67599860569,208100310191699,356008289837
255433,2014-08-13,21:30:00,PLAN3,MOC,65978198280,208100310191699,356008289837
255434,2014-08-13,21:30:00,PLAN3,MOC,65978198280,208100167682477,356008289837
