,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
173532,2016-04-12,,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
173533,2016-04-12,,PLAN3,MTC,65978198280,208100310191699,356008289837
173299,2016-04-13,0:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
173300,2016-04-13,0:00:00,PLAN1,SMS-MT,65978198280,208100310191699,351905149071
173301,2016-04-13,0:10:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
173302,2016-04-13,0:15:00,PLAN3,MOC,65978198280,208100310191699,351905149071
173303,2016-04-13,0:30:00,PLAN1,MOC,65978198280,208100310191699,356008289837
173304,2016-04-13,0:40:00,PLAN2,MTC,65978198280,208100310191699,356008289837
173305,2016-04-13,0:59:00,PLAN3,MOC,65978198280,208120276653317,356008289837
173288,2016-04-13,10:00:00,PLAN3,MOC,65978198280,208120276653317,356008289837
173289,2016-04-13,10:50:00,PLAN3,MTC,68373748102,208100167682477,356008289837
173290,2016-04-13,11:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
173291,2016-04-13,12:00:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
173292,2016-04-13,12:00:00,PLAN3,SMS-MT,68373748102,208100167682477,356008289837
173293,2016-04-13,12:15:00,PLAN3,SMS-MT,68373748102,208120276653317,356008289837
173294,2016-04-13,12:15:00,PLAN3,MTC,65978198280,208100310191699,356008289837
173295,2016-04-13,12:20:00,PLAN3,MTC,65978198280,208100310191699,356008289837
173296,2016-04-13,12:20:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
173297,2016-04-13,12:30:00,PLAN3,MOC,67599860569,208100310191699,351905149071
173298,2016-04-13,12:30:00,PLAN3,SMS-MT,68373748102,208100310191699,353297808290
173332,2016-04-13,12:40:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
173333,2016-04-13,13:00:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
173334,2016-04-13,13:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
173335,2016-04-13,13:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
173336,2016-04-13,13:30:00,PLAN1,MOC,65978198280,208100310191699,356008289837
173337,2016-04-13,13:30:00,PLAN3,MTC,68373748102,208100310191699,356008289837
173338,2016-04-13,13:30:00,PLAN1,SMS-MT,68373748102,208120276653317,356008289837
173339,2016-04-13,13:30:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
