,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
127903,2017-03-15,10:23:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
127904,2017-03-15,10:40:00,PLAN3,MOC,68373748102,208100310191699,356008289837
127905,2017-03-15,10:50:00,PLAN3,MOC,65978198280,208100167682477,356008289837
127907,2017-03-15,11:00:00,PLAN1,MTC,65978198280,208100310191699,351905149071
127908,2017-03-15,11:45:00,PLAN3,MOC,65978198280,208100310191699,351905149071
127909,2017-03-15,11:50:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
127910,2017-03-15,11:53:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
127911,2017-03-15,12:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
127912,2017-03-15,12:11:00,PLAN3,MOC,65978198280,208100310191699,356008289837
127913,2017-03-15,12:15:00,PLAN3,MTC,68373748102,208100310191699,356008289837
127914,2017-03-15,12:15:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
127915,2017-03-15,12:15:00,PLAN3,MOC,65978198280,208100310191699,356008289837
127916,2017-03-15,12:18:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
127917,2017-03-15,12:30:00,PLAN2,SMS-MO,65978198280,208100310191699,356008289837
127918,2017-03-15,12:30:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
127919,2017-03-15,12:45:00,PLAN3,MOC,68373748102,208100167682477,356008289837
127920,2017-03-15,12:47:00,PLAN3,SMS-MO,65978198280,208100310191699,353297808290
127921,2017-03-15,12:47:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
127922,2017-03-15,12:48:00,PLAN3,MTC,65978198280,208100310191699,351905149071
127923,2017-03-15,13:00:00,PLAN1,SMS-MO,65978198280,208100167682477,356008289837
127924,2017-03-15,13:00:00,PLAN3,MTC,68373748102,208100310191699,356008289837
127925,2017-03-15,13:00:00,PLAN1,MTC,65978198280,208100310191699,351905149071
127926,2017-03-15,13:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
127927,2017-03-15,13:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
127928,2017-03-15,13:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
127929,2017-03-15,13:11:00,PLAN3,MTC,65978198280,208100310191699,351905149071
127930,2017-03-15,13:15:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
127931,2017-03-15,13:30:00,PLAN3,MTC,65978198280,208100310191699,351905149071
127932,2017-03-15,13:30:00,PLAN3,MTC,65978198280,208100310191699,356008289837
127933,2017-03-15,14:00:00,PLAN3,MTC,65978198280,208100167682477,356008289837
127934,2017-03-15,14:00:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
127935,2017-03-15,14:05:00,PLAN3,MTC,65978198280,208100167682477,356008289837
127936,2017-03-15,14:10:00,PLAN3,MOC,65978198280,208100310191699,356008289837
127937,2017-03-15,14:30:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
127938,2017-03-15,14:30:00,PLAN3,MOC,65978198280,208100310191699,351905149071
127939,2017-03-15,14:35:00,PLAN1,MOC,68373748102,208100310191699,356008289837
127940,2017-03-15,14:52:00,PLAN3,MOC,65978198280,208100310191699,356008289837
127941,2017-03-15,15:00:00,PLAN1,MOC,67599860569,208100167682477,356008289837
127942,2017-03-15,15:00:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
127943,2017-03-15,15:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
