,Date,Time,PLAN,CALL_TYPE,MSIDN,IMSI,IMEI
102751,2017-09-23,12:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
102752,2017-09-23,12:15:00,PLAN3,SMS-MO,65978198280,208120276653317,351905149071
102753,2017-09-23,12:15:00,PLAN3,MOC,67599860569,208100310191699,356008289837
102754,2017-09-23,12:30:00,PLAN3,MOC,68373748102,208100167682477,356008289837
102755,2017-09-23,12:58:00,PLAN3,MOC,65978198280,208100310191699,356008289837
102756,2017-09-23,13:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
102757,2017-09-23,13:00:00,PLAN3,MOC,68373748102,208100167682477,356008289837
102758,2017-09-23,13:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
102759,2017-09-23,13:40:00,PLAN3,MTC,68373748102,208100167682477,356008289837
102760,2017-09-23,13:40:00,PLAN1,MTC,67599860569,208100310191699,356008289837
102761,2017-09-23,13:55:00,PLAN3,MOC,68373748102,208120276653317,353297808290
102762,2017-09-23,14:00:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
102763,2017-09-23,14:25:00,PLAN3,MTC,65978198280,208100310191699,356008289837
102764,2017-09-23,14:30:00,PLAN3,SMS-MT,68373748102,208100310191699,356008289837
102765,2017-09-23,14:45:00,PLAN3,MOC,65978198280,208100310191699,356008289837
102766,2017-09-23,14:48:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
102767,2017-09-23,15:00:00,PLAN3,MOC,68373748102,208100167682477,356008289837
102768,2017-09-23,15:00:00,PLAN1,MTC,65978198280,208100310191699,356008289837
102769,2017-09-23,15:00:00,PLAN3,MTC,68373748102,208100167682477,356008289837
102770,2017-09-23,15:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
102771,2017-09-23,15:30:00,PLAN1,SMS-MT,67599860569,208100310191699,356008289837
102772,2017-09-23,15:40:00,PLAN3,MTC,67599860569,208100167682477,356008289837
102773,2017-09-23,15:40:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
102774,2017-09-23,15:45:00,PLAN1,MOC,65978198280,208100310191699,356008289837
102775,2017-09-23,15:55:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
102776,2017-09-23,16:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
102777,2017-09-23,16:00:00,PLAN1,MTC,65978198280,208100310191699,356008289837
102778,2017-09-23,16:00:00,PLAN3,SMS-MT,68373748102,208120276653317,351905149071
102779,2017-09-23,16:00:00,PLAN1,SMS-MO,65978198280,208100310191699,351905149071
102780,2017-09-23,16:09:00,PLAN1,MOC,65978198280,208100310191699,356008289837
102781,2017-09-23,16:15:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
102782,2017-09-23,16:20:00,PLAN3,MOC,68373748102,208100167682477,356008289837
102783,2017-09-23,16:30:00,PLAN3,SMS-MT,67599860569,208100310191699,351905149071
102784,2017-09-23,16:30:00,PLAN3,MOC,65978198280,208100167682477,356008289837
102785,2017-09-23,16:45:00,PLAN1,MOC,68373748102,208100167682477,356008289837
102786,2017-09-23,16:50:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
102787,2017-09-23,17:00:00,PLAN1,MTC,65978198280,208100310191699,353297808290
102788,2017-09-23,17:15:00,PLAN3,SMS-MO,65978198280,208120276653317,351905149071
102789,2017-09-23,17:30:00,PLAN2,SMS-MT,65978198280,208100310191699,351905149071
102790,2017-09-23,17:30:00,PLAN3,SMS-MO,65978198280,208100310191699,351905149071
102791,2017-09-23,17:45:00,PLAN3,SMS-MO,68373748102,208100310191699,356008289837
102792,2017-09-23,17:45:00,PLAN3,SMS-MT,65978198280,208120276653317,356008289837
102793,2017-09-23,17:48:00,PLAN3,MOC,67599860569,208100310191699,351905149071
102794,2017-09-23,18:00:00,PLAN1,SMS-MT,65978198280,208100167682477,351905149071
102795,2017-09-23,18:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
102796,2017-09-23,18:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
102797,2017-09-23,18:20:00,PLAN1,MTC,68373748102,208100310191699,356008289837
102798,2017-09-23,18:25:00,PLAN3,MOC,65978198280,208100310191699,356008289837
102799,2017-09-23,18:30:00,PLAN3,MTC,68373748102,208100310191699,351905149071
102800,2017-09-23,18:30:00,PLAN3,SMS-MT,67599860569,208100310191699,356008289837
102801,2017-09-23,19:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
102802,2017-09-23,19:00:00,PLAN3,MOC,65978198280,208100310191699,351905149071
102803,2017-09-23,19:00:00,PLAN3,MOC,68373748102,208100310191699,356008289837
102804,2017-09-23,19:00:00,PLAN3,SMS-MO,67599860569,208100310191699,351905149071
102805,2017-09-23,19:00:00,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
102806,2017-09-23,19:00:00,PLAN3,SMS-MO,65978198280,208100310191699,356008289837
102807,2017-09-23,19:00:00,PLAN3,SMS-MT,65978198280,208100310191699,353297808290
102808,2017-09-23,19:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
102809,2017-09-23,19:06:00,PLAN3,MTC,65978198280,208100310191699,356008289837
102810,2017-09-23,19:10:00,PLAN2,SMS-MT,65978198280,208100310191699,356008289837
102685,2017-09-23,19:15:00,PLAN3,SMS-MO,65978198280,208100167682477,351905149071
102686,2017-09-23,19:40:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
102687,2017-09-23,19:55:00,PLAN1,SMS-MO,65978198280,208120276653317,351905149071
102704,2017-09-23,1:41:00,PLAN3,MOC,67599860569,208100310191699,356008289837
102705,2017-09-23,1:41:00,PLAN3,MOC,65978198280,208100310191699,351905149071
102688,2017-09-23,20:00:00,PLAN3,MOC,65978198280,208100310191699,356008289837
102689,2017-09-23,20:00:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
102690,2017-09-23,20:00:00,PLAN1,SMS-MT,67599860569,208100310191699,356008289837
102691,2017-09-23,20:00:00,PLAN2,SMS-MO,65978198280,208100167682477,356008289837
102692,2017-09-23,20:15:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
102693,2017-09-23,20:30:00,PLAN3,MOC,68373748102,208100310191699,356008289837
102694,2017-09-23,20:50:00,PLAN3,SMS-MO,65978198280,208100310191699,353297808290
102695,2017-09-23,21:00:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
102696,2017-09-23,21:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
102697,2017-09-23,21:00:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
102698,2017-09-23,21:00:00,PLAN3,MOC,65978198280,208100167682477,353297808290
102811,2017-09-23,21:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
102812,2017-09-23,21:00:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
102813,2017-09-23,21:15:00,PLAN3,SMS-MT,65978198280,208100167682477,351905149071
102814,2017-09-23,21:15:00,PLAN3,MTC,65978198280,208100310191699,351905149071
102815,2017-09-23,21:20:00,PLAN1,SMS-MT,65978198280,208100310191699,351905149071
102816,2017-09-23,21:20:00,PLAN1,SMS-MO,65978198280,208100310191699,356008289837
102817,2017-09-23,21:25:00,PLAN3,MTC,65978198280,208100310191699,351905149071
102818,2017-09-23,21:30:00,PLAN3,MOC,68373748102,208100310191699,356008289837
102819,2017-09-23,21:30:00,PLAN3,SMS-MT,65978198280,208100310191699,351905149071
102820,2017-09-23,21:35:00,PLAN1,SMS-MT,65978198280,208100310191699,356008289837
102821,2017-09-23,21:45:00,PLAN3,SMS-MO,65978198280,208100167682477,356008289837
102822,2017-09-23,21:45:00,PLAN3,MOC,68373748102,208100310191699,356008289837
102823,2017-09-23,21:45:00,PLAN1,SMS-MO,68373748102,208100310191699,356008289837
102824,2017-09-23,22:00:00,PLAN1,MTC,68373748102,208100310191699,356008289837
102825,2017-09-23,22:00:00,PLAN3,MOC,65978198280,208100167682477,356008289837
102826,2017-09-23,22:15:00,PLAN3,MOC,68373748102,208100310191699,356008289837
102827,2017-09-23,22:50:00,PLAN3,SMS-MO,68373748102,208100167682477,356008289837
102828,2017-09-23,23:00:00,PLAN3,MTC,65978198280,208100310191699,356008289837
102829,2017-09-23,23:00:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
102830,2017-09-23,23:00:00,PLAN3,MOC,68373748102,208100167682477,356008289837
102831,2017-09-23,23:00:00,PLAN2,MTC,65978198280,208100167682477,351905149071
102832,2017-09-23,23:30:00,PLAN3,SMS-MT,65978198280,208100167682477,356008289837
102833,2017-09-23,23:30:00,PLAN3,SMS-MT,65978198280,208100310191699,356008289837
102834,2017-09-23,23:44:00,PLAN3,MOC,68373748102,208100167682477,351905149071
